	PC 1	PC 2	PC 3
GTF3C5	0.0095	0.00574	-0.00829
GTF3C6	-0.00386	-0.00177	0.00218
GTPBP4	0.00247	0.01137	0.00122
GTPBP5	-0.00972	-0.00859	0.00071
GTPBP10	-0.01135	0.0001	-0.01041
GUF1	-0.00072	0.0003	-0.00052
GUK1	0.00304	-0.01152	0.0174
GUSB	-0.02143	0.01672	-0.0105
GUSBP1	-0.01344	-0.00823	-0.00902
GUSBP3	-0.01418	-0.02004	-0.01686
GUSBP9	-0.01634	-0.01603	-0.01357
GYG1	0.0085	0.01826	-0.00368
GYS1	0.02159	-0.01187	0.00039
H1F0	0.00036	-0.00326	-0.01397
H2AFV	-0.00824	0.01697	0.01963
H2AFY	-0.02174	0.01723	0.01475
H2AFZ	-0.00808	0.00426	0.01102
H3F3B	-0.00771	0.00422	0.01226
H6PD	0.00902	-0.01537	0.00591
HACL1	0.01028	-0.00219	-0.00971
HADH	0.01638	0.01742	0.00388
HADHA	0.00806	0.00564	0.00428
HADHB	0.0136	0.00732	0.01021
HARS	0.0076	0.01889	0.00702
HARS2	0.0084	0.00221	-0.0233
HAS2	0.03063	-0.02535	0.01435
HAT1	-0.00115	0.01588	0.00188
HAUS1	-0.00294	0.01255	0.02956
HAUS2	-0.00772	0.00401	-0.00941
HAUS3	-0.01208	-0.00209	-0.01069
HAUS5	-0.01337	-0.00764	0.00241
HAUS6	-0.00491	0.00533	-0.00221
HAUS7	0.01403	0.01746	0.01877
HAX1	0.00043	0.00212	0.0041
HBEGF	0.01288	-0.00175	-0.02261
HBP1	0.00391	-0.01728	-0.01971
HBS1L	-0.00542	-0.01424	-0.0022
HBXIP	0.00088	-0.00275	0.00689
HCFC2	0.01337	-0.00171	-0.01115
HDAC1	0.00831	0.00907	0.00041
HDAC2	-0.0175	0.0035	0.00153
HDAC3	0.00997	0.00343	-0.00466
HDAC6	0.0051	-0.00427	-0.01099
HDAC8	0.0032	0.01596	0.00183
HDAC9	-0.02396	-0.00906	-0.0071
HDDC2	0.00898	-0.0021	0.00305
HDHD2	0.00744	0.0027	0.00712
HDLBP	0.0082	0.00095	-0.00049
HEATR1	-0.01157	-0.00086	-0.01508
HEATR5A	0.01405	-0.01153	-0.00535
HEATR5B	-0.00301	-0.00485	-0.01225
HEATR6	0.01183	0.01043	-0.00588
HECTD1	-0.00968	0.00504	-0.00977
HELQ	-0.00465	-0.00455	-0.00324
HELZ	-0.00417	-0.00633	-0.00758
HEPN1	0.02334	-0.00897	0.015
HERC1	-0.02529	-0.00883	-0.00296
HERC2	-0.01606	-0.00121	-0.00392
HERC2P2	-0.00879	-0.00196	0.00112
HERC4	-0.00142	-0.00926	-0.02014
HERC6	0.00133	-0.00824	-0.00687
HERPUD1	0.00201	-0.00925	-0.01109
HEXA	0.00237	0.02142	-0.02278
HEY1	-0.00785	0.00722	0.02545
HGS	-0.00999	-0.00634	-0.0029
HHLA1	-0.0168	-0.02311	-0.01251
HIAT1	0.0102	0.01087	-0.01232
HIBADH	-0.00534	0.00516	-0.0085
HIBCH	-0.00044	0.01547	0.01333
HIF1A	0.02352	0.00701	0.02351
HIF1AN	0.01716	0.01973	0.00384
HIGD1A	0.00714	0.01168	0.01089
HIGD2A	-0.00618	0.00125	0.00974
HILPDA	-0.00205	-0.04701	-0.03366
HINFP	-0.00108	0.01248	-0.00582
HINT3	-0.00212	-0.0089	-0.01027
HIP1	-0.00613	0.01002	0.00256
HIPK1	-0.0177	-0.01663	0.00018
HIPK2	-0.01499	-0.01158	0.00803
HIPK3	-0.00247	-0.00291	-0.01479
HIRIP3	0.01001	0.01439	0.00535
HIST1H1C	0.01292	0.01474	0.00767
HIST1H2AC	0.01556	0.01658	0.003
HIST1H4C	-0.0166	0.00699	0.01564
HIST2H2BE	0.01086	0.00166	-0.00145
HK1	0.01276	0.00804	-0.02581
HKR1	0.00387	-0.00219	0.00099
HLA-A	0.01486	0.00449	-0.00446
HLA-B	0.00103	-0.01246	0.01433
HLA-C	-0.00321	0.02275	-0.01084
HLA-DRA	0.03799	-0.02761	0.01612
HLCS	-0.00337	-0.00832	-0.01172
HLTF	-0.00906	-0.00597	0.01905
HM13	-0.00557	0.00386	-0.00462
HMBOX1	0.00411	-0.02213	-0.00755
HMBS	0.01859	0.0158	0.02232
HMG20A	-0.01651	0.01794	0.00705
HMGB1	-0.01072	0.01378	0.01838
HMGB2	-0.02166	0.01868	0.01041
HMGB3	-0.01768	0.01211	0.02182
HMGCL	0.02293	0.00735	-0.00782
HMGCR	0.00002	0.02595	0.01118
HMGN1	-0.02161	-0.00413	-0.00106
HMGN2	-0.00704	0.01856	0.01869
HMGN3	-0.00455	0.00305	0.00692
HMGN4	-0.00343	0.00218	0.00512
HMGXB3	-0.00857	0.00084	-0.00921
HMGXB4	-0.01613	0.01179	-0.01683
HMOX2	0.01202	-0.02054	0.01197
HN1	-0.00977	0.01149	0.02376
HNMT	0.01483	-0.00865	0.01678
HNRNPA1	-0.00428	0.01639	0.0171
HNRNPA2B1	-0.00345	0.00999	0.00384
HNRNPA3	-0.01347	0.00915	0.00686
HNRNPC	0.00016	0.01011	0.00694
HNRNPD	-0.02108	-0.0074	0.00432
HNRNPF	0.00199	0.01529	0.01773
HNRNPH1	-0.00395	0.00029	-0.00127
HNRNPH2	0.00038	0.01276	0.00423
HNRNPH3	-0.00618	0.00548	-0.01111
HNRNPK	0.00193	0.0054	-0.01129
HNRNPL	0.00647	0.00062	0.01932
HNRNPM	-0.01298	-0.00224	0.00438
HNRNPR	-0.00818	0.01774	0.01324
HNRNPU	-0.00845	-0.00791	-0.00385
HNRNPU-AS1	-0.01246	-0.00193	-0.00793
HNRPDL	-0.00696	0.01274	0.00626
HOOK3	-0.00871	-0.0112	-0.01389
HOPX	0.03794	0.05324	-0.01315
HP1BP3	-0.00388	0.00705	-0.00715
HPS5	0.01754	-0.01089	0.00097
HRH1	0.045	-0.00825	-0.00174
HRSP12	0.02101	-0.00624	0.00752
HS2ST1	0.00938	0.00944	-0.00381
HSD17B4	0.00294	0.01411	-0.00309
HSD17B7	-0.00158	-0.01204	-0.025
HSD17B10	0.00721	0.01001	0.01618
HSD17B11	0.00525	0.00917	-0.03166
HSD17B12	-0.00104	0.00375	0.0006
HSDL1	0.00283	0.01286	0.00763
HSDL2	0.03094	0.00606	0.00766
HSF2	-0.00401	-0.01781	-0.01286
HSP90AA1	-0.00348	0.00097	0.0027
HSPA1B	-0.02169	-0.01873	-0.01054
HSPA1L	-0.02165	-0.02655	-0.01273
HSPA2	0.00425	-0.02566	-0.0109
HSPA4	-0.00241	0.01072	-0.00426
HSPA4L	0.01194	0.01544	-0.01002
HSPA5	0.01493	0.00937	-0.0088
HSPA8	0.00553	0.01437	0.00433
HSPA9	-0.00518	0.01519	-0.00832
HSPA13	0.00928	0.01909	-0.02914
HSPB11	-0.00515	0.00278	-0.00953
HSPD1	-0.00261	0.0072	0.00198
HSPH1	-0.02055	-0.00301	-0.01072
HTATSF1	-0.0087	0.00639	0.0131
HTRA1	0.00039	0.01168	-0.007
HTT	-0.01617	-0.00872	-0.00833
HUS1	0.00328	0.00779	-0.01814
HUWE1	-0.01345	0.00509	-0.01354
HYOU1	-0.00817	0.01709	-0.02385
IAH1	0.00418	0.00167	0.00722
IARS	-0.00311	0.01037	-0.00974
IARS2	-0.00632	0.00442	-0.01054
IBTK	-0.00515	-0.00309	-0.01089
ICA1	-0.0169	0.00673	0.00175
ICA1L	-0.00275	-0.00865	-0.00195
ICAM1	0.0205	-0.02005	-0.01622
ID2	0.02522	-0.03705	-0.02311
ID3	0.06413	-0.02607	0.03159
IDE	0.00929	0.01008	0.00269
IDH1	-0.01203	0.02158	0.00855
IDH3A	0.00538	0.01413	-0.01219
IDH3G	0.00302	0.00972	0.0171
IDI1	0.00904	0.0112	0.02521
IDS	-0.00644	0.03001	-0.03156
IER3IP1	-0.01227	0.00867	0.00873
IFI6	-0.00443	-0.00793	-0.00264
IFI16	0.01558	0.01688	-0.03837
IFI27L2	0.02264	-0.00819	0.00378
IFI35	0.04068	-0.00437	-0.00254
IFI44	0.00788	-0.0021	0.0112
IFI44L	0.02748	-0.01931	0.02068
IFIT2	0.0144	-0.01418	-0.00827
IFIT3	0.00705	-0.02857	0.0081
IFIT5	0.0096	0.01108	-0.00194
IFITM3	0.02729	-0.00238	-0.00488
IFNAR1	0.0066	0.01661	-0.00891
IFNAR2	0.00337	0.0058	-0.01206
IFNGR1	0.01898	-0.01535	0.01928
IFRD1	0.00812	-0.0222	-0.00192
IFT43	0.00349	-0.00319	0.00405
IFT46	0.02062	0.00629	-0.00923
IFT52	0.00251	-0.00327	0.02231
IFT57	0.01886	-0.00723	-0.00528
IFT74	0.01184	-0.02432	0.00457
IFT80	-0.01244	-0.00226	-0.00884
IFT81	-0.01814	-0.00568	0.00838
IFT88	-0.00805	0.00022	-0.0027
IFT122	0.03321	0.00153	0.0232
IFT172	-0.00118	-0.00072	-0.01461
IGBP1	-0.0027	0.01846	-0.01536
IGDCC4	0.01941	-0.01237	0.01281
IGF1R	-0.0082	-0.02514	-0.02786
IGF2BP3	-0.00885	-0.0198	0.01178
IGFBP3	-0.01414	0.03765	-0.05481
IGFBP5	-0.02325	-0.0328	-0.02677
IK	-0.0075	0.00285	0.00927
IKBKAP	-0.00886	-0.00782	-0.01427
IKZF2	-0.00673	-0.01287	-0.0042
IL1RAP	-0.01268	0.01386	-0.0262
IL6ST	-0.01272	0.00198	-0.02078
IL17RB	0.00499	0.00851	0.02294
ILF3	-0.01447	0.00582	0.00875
ILK	0.00321	0.00135	-0.00241
ILVBL	0.00983	-0.00571	-0.0135
IMMT	-0.00529	0.01374	0.01092
IMP4	0.00302	0.00928	-0.00508
IMPA1	0.0198	-0.00021	0.00034
IMPACT	0.01219	0.01135	0.00266
IMPAD1	-0.01201	-0.0037	0.00006
IMPDH2	0.00635	0.00519	-0.00975
INADL	0.00296	-0.00298	-0.02512
ING3	-0.00146	-0.01458	0.00297
ING4	0.001	0.00322	0.00306
INMT	-0.01333	-0.02272	-0.01383
INO80D	-0.00426	-0.01927	-0.01636
INPP5B	-0.00542	-0.01095	-0.01593
INSIG2	-0.00123	-0.01568	-0.03032
INSR	-0.00936	-0.01133	-0.00688
INTS2	-0.01146	-0.00037	-0.01307
INTS3	-0.01111	-0.01554	-0.02408
INTS4	-0.01566	0.00084	-0.00354
INTS7	-0.00368	0.00306	0.01405
INTS9	0.01044	0.00977	-0.00507
INTS10	-0.00044	0.00037	-0.00714
INTS12	0.01142	0.0042	0.00815
IP6K2	-0.00662	-0.0014	0.00218
IPO4	0.01505	0.01286	0.0021
IPO5	-0.01248	0.00959	-0.00053
IPO7	-0.01705	-0.00621	0.00455
IPO9	0.00384	0.01515	0.02337
IPO11	0.00661	0.00615	-0.00824
IPP	0.01023	-0.00189	-0.00409
IPW	-0.03303	0.01651	-0.03507
IQCB1	0.01137	0.01399	-0.00346
IQCG	0.02754	-0.01682	-0.00033
IQCJ-SCHIP1	-0.01838	-0.00355	0.02203
IQCK	-0.00773	-0.00947	0.0015
IQGAP1	-0.00071	0.02146	-0.0284
IRAK4	-0.00372	-0.00704	-0.00827
IREB2	-0.02314	0.00056	-0.0006
IRF1	0.01047	-0.02432	0.00273
IRF2	0.00341	0.01104	-0.00735
IRF2BP2	-0.01112	-0.02904	-0.01588
IRF9	0.01529	-0.00893	-0.01202
IRGQ	0.00203	0.00233	0.00356
IRS2	-0.00712	-0.01208	-0.0159
ISCA1	0.01634	0.0031	-0.01909
ISG15	0.00019	-0.00802	0.01838
ISG20L2	-0.00543	-0.00432	-0.02099
ISOC1	0.00785	0.01939	-0.00824
ISY1	-0.01131	0.01173	0.00711
ITFG1	-0.01332	0.03001	-0.00701
ITFG2	-0.017	-0.00512	-0.01921
ITFG3	0.01533	-0.00025	0.00671
ITGA2	0.01235	-0.00819	0.01158
ITGA7	-0.01986	0.01509	-0.01571
ITGAE	-0.00788	-0.00518	0.01675
ITGB1	0.0059	0.00873	-0.02785
ITGB1BP1	-0.00257	0.00374	-0.00758
ITGB8	0.00799	0.02327	-0.00067
ITM2B	-0.00637	-0.0106	0.00179
ITM2C	0.01286	-0.02331	0.01456
ITPR2	-0.00178	-0.02454	0.02568
IVD	-0.00027	0.01605	-0.00178
IVNS1ABP	0.00361	0.01913	-0.01512
IWS1	-0.01053	0.00308	0.00106
JAG1	-0.01327	-0.00298	-0.01382
JAGN1	0.01223	0.00231	0.00486
JAK1	0.01265	-0.01532	0.00418
JAM3	0.0063	0.0203	-0.01063
JAZF1	0.013	-0.00678	0.01894
JKAMP	0.006	0.00506	0.00238
JMJD1C	-0.01971	-0.01036	0.00656
JMJD6	-0.00688	-0.02396	-0.02123
JOSD1	-0.01288	-0.01097	-0.01294
JPX	-0.00665	0.00351	-0.00461
KANK1	-0.01187	-0.00521	0.01372
KANSL2	-0.00158	0.02531	0.00117
KANSL3	-0.00485	0.00026	-0.00479
KARS	0.00252	0.00536	0.00235
KAT2A	-0.00146	-0.01177	0.00764
KAT2B	-0.02323	-0.00168	0.01323
KAT5	0.0063	0.00901	-0.00789
KAT6A	-0.0147	-0.00525	-0.00763
KAT7	-0.00802	0.01268	-0.00546
KATNA1	0.0056	-0.00114	0.01621
KATNB1	0.00143	0.0144	0.01331
KBTBD2	-0.01629	0.01761	0.01174
KBTBD4	0.0074	0.02684	-0.0053
KBTBD6	-0.02236	0.00165	0.0084
KCNMB4	-0.01147	0.00357	-0.01306
KCNN3	0.02083	-0.03037	0.00968
KCTD7	0.01293	-0.01498	-0.01099
KCTD10	-0.00765	0.00398	0.00023
KCTD20	-0.0126	-0.00327	-0.0095
KDELR1	-0.0057	-0.0039	0.00403
KDELR2	-0.01448	-0.01504	-0.00733
KDM3A	0.0018	-0.02821	-0.01321
KDM3B	-0.00601	0.00242	0.0105
KDM4A	0.00974	-0.00075	-0.00164
KDM4C	-0.0167	-0.02017	0.00202
KDM5A	-0.01445	0.00049	-0.00755
KDM5B	-0.00504	-0.00183	-0.00331
KDM5D	-0.00562	-0.02096	0.02611
KEAP1	-0.01604	0.00491	-0.00468
KHDRBS3	-0.00946	-0.01171	-0.00227
KIAA0020	-0.01177	-0.01544	0.01086
KIAA0040	0.02782	-0.00945	-0.0101
KIAA0100	-0.00597	0.00702	-0.00527
KIAA0101	-0.01899	0.01781	0.0129
KIAA0141	0.00343	0.02543	0.00629
KIAA0146	-0.00754	-0.00541	-0.01399
KIAA0195	-0.00613	0.00533	0.00678
KIAA0226L	-0.01848	0.02187	0.02807
KIAA0232	-0.00924	-0.00983	0.00149
KIAA0247	0.01234	-0.01402	0.006
KIAA0317	0.00399	0.01307	0.00828
KIAA0319L	0.0035	0.00339	-0.00815
KIAA0355	-0.00759	-0.01363	-0.00783
KIAA0368	0.00255	-0.00363	0.00574
KIAA0408	-0.00344	-0.01121	-0.00075
KIAA0430	-0.004	-0.00867	-0.01268
KIAA0494	0.00641	-0.01248	0.00431
KIAA0528	-0.00235	0.01844	-0.00941
KIAA0586	-0.00907	0.00522	-0.00805
KIAA0825	-0.01486	-0.03042	-0.0141
KIAA0907	-0.01165	-0.01196	-0.01624
KIAA0922	-0.00269	0.02248	-0.00966
KIAA1033	0.00972	-0.00587	-0.01382
KIAA1109	-0.00534	-0.00491	-0.00998
KIAA1143	-0.00796	0.00222	-0.0075
KIAA1191	-0.00033	0.01392	-0.0029
KIAA1244	-0.02253	-0.0358	-0.0053
KIAA1328	-0.01915	-0.02512	-0.01126
KIAA1407	0.00907	-0.01225	-0.00084
KIAA1429	-0.00206	0.00086	-0.01024
KIAA1430	-0.00858	0.00859	-0.01127
KIAA1456	-0.0153	0.00019	-0.00935
KIAA1467	0.00088	0.00962	-0.00595
KIAA1549	-0.01414	-0.01389	-0.00507
KIAA1586	-0.01229	0.00241	-0.00251
KIAA1715	-0.00998	0.00573	-0.00267
KIAA1731	-0.01991	-0.0066	-0.00408
KIAA1737	0.00576	0.01963	0.00192
KIAA1841	-0.01866	0.00207	-0.00401
KIAA1967	-0.00522	0.01439	0.00748
KIAA2018	-0.00116	-0.0095	-0.01074
KIAA2026	-0.00907	-0.02426	0.00997
KIDINS220	0.00383	-0.00389	-0.00873
KIF1A	0.01594	-0.01676	0.03045
KIF1B	-0.00473	-0.0057	0.00512
KIF2A	-0.00531	0.01284	0.02467
KIF3A	-0.00157	-0.00482	0.00158
KIF3B	-0.00613	-0.00608	-0.00037
KIF5B	0.00497	0.00331	0.00246
KIF5C	0.00003	-0.01342	0.00092
KIF13B	-0.00238	0.00912	-0.007
KIF16B	0.00298	-0.00728	-0.00374
KIF21A	-0.01344	0.00386	0.00376
KIF22	0.00605	0.03708	0.01465
KIFAP3	0.00646	-0.01547	-0.00034
KIN	-0.0199	-0.01619	-0.0113
KLC1	-0.00283	0.00441	0.00377
KLF3	-0.00821	-0.0019	-0.00321
KLF6	0.02785	-0.01137	-0.01918
KLF9	-0.00034	-0.01931	-0.01156
KLF10	0.04061	0.00222	0.01704
KLF12	-0.01966	-0.00348	0.01748
KLHDC3	0.00682	0.01413	0.01522
KLHDC5	-0.00928	0.00178	-0.00219
KLHDC10	-0.00867	-0.00553	-0.00471
KLHL4	-0.0109	0.06394	-0.00363
KLHL5	-0.00352	0.00588	0.0015
KLHL7	-0.00983	-0.00652	0.01731
KLHL8	-0.01628	-0.00431	-0.01107
KLHL9	-0.00492	0.00811	0.01546
KLHL12	0.01486	0.00582	-0.0038
KLHL13	-0.00034	0.00568	-0.00596
KLHL18	0.01112	-0.00466	-0.00955
KLHL20	0.01537	0.00444	0.00125
KLHL21	0.0105	-0.02198	0.00013
KLHL24	-0.00918	-0.01031	-0.01844
KLHL28	-0.01193	-0.00569	-0.01964
KNTC1	-0.01099	0.0232	-0.00492
KPNA1	-0.00146	0.01623	0.00115
KPNA2	0.01748	0.02512	0.0216
KPNA3	-0.00136	0.00862	0.01394
KPNA4	-0.01021	-0.01098	-0.01206
KPNA6	0.00288	0.00526	-0.01205
KPNB1	-0.00634	-0.00066	0.00071
KRBA2	-0.00416	-0.01164	-0.00735
KRCC1	-0.00259	0.01141	0.01547
KRI1	-0.00716	0.00151	0.00148
KRIT1	-0.0057	-0.00235	0.00116
KRR1	-0.00593	0.00359	-0.0058
KRTCAP2	0.00047	-0.00354	-0.00081
KTN1	-0.00859	-0.00243	-0.00191
KXD1	-0.00228	-0.00128	0.00389
L2HGDH	-0.01681	-0.02433	-0.01225
L3MBTL2	0.01624	0.00727	-0.01482
LAMA1	-0.02703	-0.01411	0.00437
LAMB1	0.01089	0.02137	-0.02179
LAMB2	0.02506	-0.00476	-0.01677
LAMC1	0.0018	-0.01598	-0.01085
LAMP2	0.02187	0.00193	-0.01349
LAMTOR1	0.00445	0.00034	0.00655
LAMTOR2	0.003	-0.00659	0.0043
LAMTOR3	0.00373	0.00083	-0.00226
LANCL1	0.01284	0.00645	-0.00425
LANCL2	-0.04598	-0.0103	0.05904
LAP3	-0.00078	0.00438	0.01369
LAPTM4A	0.00437	0.0069	-0.00556
LAPTM4B	-0.00235	0.00118	0.01357
LARP1	-0.0049	-0.00134	0.00222
LARP1B	-0.01774	-0.02067	-0.01099
LARP4	-0.00126	-0.00123	0.00253
LARS	-0.00457	0.00699	0.00028
LARS2	0.01661	0.01814	-0.00019
LAS1L	0.00526	0.00559	0.00839
LAX1	-0.008	-0.02082	-0.01305
LBH	-0.00319	-0.00386	-0.01562
LBR	0.01353	0.01189	0.00634
LCLAT1	0.00226	0.00351	-0.00011
LCMT1	-0.00672	0.0138	-0.00317
LDHA	0.00929	0.00166	-0.00524
LDHB	-0.00084	0.01127	0.02452
LDLR	0.02322	-0.00246	-0.01254
LDLRAD3	-0.01192	0.01012	0.00062
LEO1	-0.00704	0.03092	-0.00243
LEPROT	0.01166	0.00094	-0.00408
LEPROTL1	-0.00114	0.01886	0.00225
LETM1	0.00685	-0.00913	0.00002
LETMD1	0.00479	0.00277	-0.00985
LGALS1	0.01578	-0.00214	-0.00203
LGALS3	0.01931	0.00748	-0.0653
LGALS3BP	0.01264	0.00686	-0.02953
LGALS8	0.00271	0.0063	-0.01816
LGMN	0.00253	0.00958	-0.0062
LHFP	0.00353	-0.00275	0.04071
LHFPL3	-0.00935	-0.02682	0.07074
LIFR	-0.01837	-0.02303	0.02514
LIG3	0.0091	0.01838	-0.0036
LIMA1	-0.00823	0.01435	0.00714
LIMCH1	-0.00257	-0.03405	0.01418
LIMK2	0.02676	-0.00456	0.02871
LIMS1	0.00316	-0.00862	-0.02139
LIN7C	-0.00347	0.01723	-0.01884
LIN37	0.00309	0.00511	-0.00731
LIN52	-0.01635	0.01129	-0.01441
LINC00094	-0.00718	-0.00463	-0.00407
LINC00342	0.0035	-0.00187	-0.00818
LINC00476	-0.00898	-0.02101	-0.01136
LINC00478	-0.02192	-0.00658	-0.01262
LINC00485	-0.01739	-0.02592	-0.01063
LINC00504	-0.02021	-0.02599	-0.0117
LINC00598	-0.01526	-0.02368	-0.00776
LINS	-0.00306	-0.00346	-0.00881
LIPA	0.02513	0.00578	-0.00078
LITAF	-0.00084	-0.00919	0.01716
LIX1	0.04264	-0.02884	0.02962
LLPH	0.0049	0.00167	0.00109
LMAN1	-0.00125	0.00041	-0.01972
LMAN2	-0.00119	0.0116	0.00162
LMAN2L	0.02874	0.00137	0.0058
LMBRD1	0.01297	-0.01582	-0.01761
LMBRD2	-0.00032	0.0074	-0.01612
LMLN	0.00876	0.002	-0.00504
LMO3	-0.00171	0.00701	-0.03873
LMO4	-0.00429	0.00029	0.00618
LMX1B	-0.01835	-0.02458	-0.02045
LNPEP	0.01118	-0.00625	-0.01105
LONP2	-0.00496	-0.00993	-0.01437
LONRF2	-0.01212	-0.01117	-0.02095
LOXL3	0.01811	-0.00494	-0.00082
LPCAT3	0.0117	0.00421	-0.00432
LPHN2	-0.02196	0.00403	-0.0143
LPHN3	-0.01407	-0.00407	-0.00218
LPIN1	-0.00102	-0.02019	-0.00889
LPIN2	0.00364	0.00034	0.00194
LPL	0.00766	0.03109	-0.00724
LPP	0.00394	-0.01257	-0.02107
LRCH3	-0.00412	-0.00953	-0.00195
LRIF1	-0.00712	-0.01488	-0.01514
LRIG1	0.03654	-0.03323	0.01181
LRIG2	0.00553	0.00603	-0.01324
LRP1	-0.0082	-0.01216	0.00312
LRP1B	-0.01215	0.01068	0.00271
LRP4	-0.035	0.01005	0.01094
LRP6	-0.02253	-0.0153	0.00375
LRP12	-0.01882	-0.00971	-0.00893
LRPAP1	0.00879	0.00431	0.00505
LRPPRC	-0.00604	-0.00503	0.00126
LRRC8A	0.01373	-0.00421	-0.00633
LRRC8B	-0.00448	-0.02506	-0.0038
LRRC16A	0.00309	-0.01671	0.01409
LRRC17	0.00353	-0.00903	0.02722
LRRC37A3	-0.0182	-0.00885	-0.02095
LRRC37A4P	-0.01014	-0.01156	-0.00685
LRRC37BP1	-0.01176	-0.00694	-0.01049
LRRC40	0.00423	-0.00047	0.00554
LRRC41	0.0102	0.01409	0.00816
LRRC49	-0.0099	-0.00538	-0.00423
LRRC57	-0.00635	0.00969	-0.00282
LRRC58	-0.01061	-0.0027	0.00028
LRRCC1	0.00193	0.00003	0.01506
LRRD1	0.01429	0.00709	-0.00494
LRRFIP1	-0.00626	-0.01145	-0.00524
LRRK2	-0.0204	-0.00635	0.01018
LRRN3	0.01819	0.00973	0.01162
LRRTM2	-0.01201	0.02967	-0.00577
LRRTM3	-0.00154	0.02412	0.00953
LSAMP	0.01031	-0.02017	0.02285
LSG1	-0.00131	0.0075	0.00024
LSM1	-0.00212	0.00184	0.01211
LSM3	-0.0115	-0.00177	0.0053
LSM4	-0.0196	0.00605	0.02118
LSM5	-0.00719	0.00143	0.00426
LSM7	-0.01342	-0.00215	0.01002
LSM10	0.00224	-0.0009	0.00417
LSM12	0.00333	0.00111	0.00059
LSM14A	-0.0087	0.00789	-0.00036
LSMD1	-0.00209	-0.00318	0.00302
LSS	0.01261	-0.00385	-0.01229
LTA4H	0.01281	-0.00201	-0.0142
LTN1	-0.00862	-0.00723	-0.0157
LTV1	-0.00027	-0.00653	0.0024
LUC7L	-0.01794	0.00341	-0.00664
LUC7L2	-0.01111	0.00407	-0.00434
LUC7L3	-0.01433	0.00202	-0.00339
LUZP1	0.00999	0.01529	-0.01951
LUZP2	-0.00847	-0.02332	0.04377
LUZP6	0.00243	-0.00359	0.00642
LYPLA1	-0.00287	0.02545	0.00128
LYPLA2	0.00105	-0.00125	0.00656
LYPLAL1	0.00918	-0.01461	-0.01044
LYRM1	0.00155	-0.01548	0.00027
LYRM2	0.0043	-0.00072	-0.00206
LYRM5	0.02331	-0.00467	-0.00153
LYRM7	-0.00425	-0.00785	-0.00752
LYSMD3	0.00798	0.00456	-0.02708
LYST	-0.00867	-0.02312	-0.01217
LZIC	0.00131	-0.00886	0.00561
M6PR	0.00421	0.00443	-0.00914
MAB21L3	-0.01728	-0.02244	-0.00764
MACF1	0.00632	0.00944	-0.00173
MAD2L1	-0.00515	0.02603	0.01139
MAD2L1BP	0.0063	0.01675	-0.012
MAD2L2	-0.00903	0.01435	0.00985
MADD	0.0035	0.00652	-0.00128
MAEA	0.00439	0.01181	0.00572
MAGED1	0.00463	0.01637	0.03116
MAGED2	0.0073	0.00935	0.00894
MAGEH1	0.01091	0.00037	0.02176
MAGI1	-0.01977	-0.00497	-0.0056
MAGI2	-0.01205	0.00024	-0.00935
MAGI2-AS3	-0.00012	0.01083	0.0018
MAGOHB	-0.02118	-0.00868	0.00465
MAGT1	0.01702	0.01477	-0.00379
MAK16	0.00877	-0.00035	-0.00667
MALAT1	-0.00126	-0.00482	-0.0063
MAN1B1	0.01141	-0.00676	-0.01893
MAN2A2	-0.02106	0.00228	0.00191
MAN2B2	-0.00554	0.00245	-0.02664
MANBA	0.00539	-0.00572	-0.01025
MANBAL	0.01797	-0.01449	0.00632
MANEA	0.01767	0.01397	-0.01068
MAOB	0.05931	-0.00726	0.00337
MAP1A	0.01253	-0.00225	0.0034
MAP1B	0.0174	0.01015	-0.0232
MAP1LC3B	0.01235	-0.02238	0.00415
MAP2	-0.02111	0.01654	0.01579
MAP2K6	-0.00858	-0.01094	-0.01277
MAP3K1	-0.03462	-0.01285	0.0174
MAP3K2	-0.0211	-0.01748	-0.01218
MAP3K13	0.00722	-0.00348	-0.00626
MAP4	0.0083	0.00018	-0.00382
MAP4K4	-0.00747	-0.01448	0.00124
MAP4K5	-0.01853	-0.00649	-0.00174
MAP9	-0.00595	-0.01308	-0.00198
MAPK1	0.00424	-0.01051	-0.00428
MAPK1IP1L	0.00509	0.01723	0.0023
MAPK6	-0.01225	0.01155	-0.01031
MAPK10	-0.00424	0.00401	0.00847
MAPK14	-0.00025	-0.00872	0.00008
MAPRE1	0.01435	-0.00281	0.01965
MAPRE2	0.01661	-0.00758	0.01818
7-MAR	-0.0041	0.00424	-0.00571
MARCKS	-0.0006	-0.01312	0.02023
MARK3	-0.00622	-0.01025	-0.00741
MARS	0.00724	0.0107	-0.01166
MASP1	0.00845	-0.02863	0.05072
MAST4	-0.00296	0.00313	-0.01885
MAT2A	0.00351	0.01269	0.00625
MATN2	0.01089	-0.02107	0.02543
MATR3	-0.00131	0.01411	0.00258
MAU2	-0.02123	-0.0207	-0.01513
MAVS	0.00424	-0.01457	-0.01409
MBIP	0.0096	-0.00536	0.00585
MBNL1	-0.00461	0.00167	-0.00408
MBNL2	-0	-0.02284	-0.01013
MBP	0.00036	-0.0379	0.00791
MBTPS1	-0.00942	0.02005	-0.02501
MBTPS2	0.00347	0.00719	-0.00704
MCAM	-0.01085	0.00757	-0.00388
MCC	-0.00053	0.0062	0.00282
MCCC1	0.00405	0.00075	-0.00603
MCFD2	0.00645	0.01589	-0.02631
