	PC 1	PC 2	PC 3
PLOD3	0.00638	-0.00001	0.01298
PLP2	0.03484	-0.00775	0.01797
PLRG1	0.01446	0.01867	0.00165
PLS3	0.00161	0.05938	0.00898
PLSCR1	0.02304	-0.00647	-0.01506
PLSCR4	0.03726	-0.0227	-0.01423
PLTP	0.02627	-0.02436	-0.01432
PLXNA4	0.03291	0.0024	0.02442
PMF1	-0.01318	-0.00055	-0.00418
PMM1	0.02023	-0.00007	0.00232
PMP2	0.02056	-0.02976	-0.02679
PMP22	0.01377	0.00838	-0.0059
PMPCA	0.00011	0.01085	0.00477
PMPCB	0.00234	-0.00039	-0.00235
PMS1	-0.01967	-0.01064	0.002
PMS2	0.00001	0.00746	0.00359
PMVK	0.01179	-0.00441	-0.00096
PNISR	-0.00925	-0.00544	0.00616
PNKD	-0.00436	0.00014	-0.00554
PNMA2	-0.00561	0.01486	0.00068
PNMAL1	-0.01696	-0.00095	-0.00204
PNN	-0.01098	0.00379	-0.00802
PNO1	-0.00707	0.00186	0.00158
PNP	0.0176	-0.00138	-0.00374
PNPO	0.01133	0.0179	-0.00507
PNRC2	0.0108	0.02797	-0.01066
POC1B-GALNT4	0.01639	0.0033	0.00461
POFUT1	-0.00779	0.01909	0.01216
POGK	-0.0006	0.00221	-0.00759
POGLUT1	-0.00546	0.01642	-0.00247
POGZ	-0.01207	-0.00183	0.00344
POLDIP2	-0.00042	0.00126	0.03506
POLDIP3	0.00978	0.02122	-0.01956
POLE3	0.00416	0.01307	-0.00481
POLH	-0.01265	-0.00073	0.02041
POLI	-0.01306	0.00565	0.01109
POLK	-0.00292	-0.00214	0.01501
POLR1B	0.00209	0.02269	0.01524
POLR1C	0.00942	0.01824	0.01596
POLR1D	-0.00424	0.01176	-0.00155
POLR1E	0.011	-0.0019	-0.0186
POLR2A	-0.00876	0.00101	0.00353
POLR2B	-0.00622	0.01621	-0.00066
POLR2C	0.00073	0.03098	0.00948
POLR2D	-0.00156	0.01607	0.00135
POLR2E	-0.00652	-0.00235	-0.00424
POLR2F	-0.00929	-0.00935	-0.00814
POLR2G	-0.0037	-0.00037	-0.01494
POLR2H	0.00136	0.02175	-0.00321
POLR2I	-0.00288	-0.00702	-0.00353
POLR2J	-0.00119	-0.0016	-0.00719
POLR2J2	-0.0294	0.00818	-0.00564
POLR2J3	-0.00914	0.01251	-0.0034
POLR2J4	-0.00862	-0.0039	0.01933
POLR2K	-0.00995	-0.01018	0.00334
POLR2L	-0.00029	-0.008	-0.00334
POLR3A	0.00189	0.01234	0.00749
POLR3C	-0.00584	0.01605	0.01045
POLR3F	0.01483	-0.00384	-0.01845
POLR3GL	-0.00185	-0.00336	-0.01029
POM121	-0.00742	0.00239	0.01995
POMP	-0.00758	0.00055	-0.00369
POMT1	0.01003	0.00709	-0.00092
PON2	0.0087	0.00501	-0.02097
POP4	0.0146	0.01003	-0.01635
POP5	0.00501	0.01863	-0.01722
POP7	-0.01311	-0.00794	-0.00163
POR	0.00583	-0.00289	0.00656
POSTN	-0.05048	0.01678	-0.01588
POT1	0.00376	-0.00353	0.00622
POU2F1	-0.01811	-0.00928	0.00076
POU3F2	-0.02232	0.00618	-0.00095
PPA1	-0.00433	0.01235	-0.01423
PPA2	-0.00333	-0.00447	-0.01392
PPAP2B	0.02532	-0.02491	-0.01463
PPAPDC1B	-0.0295	0.00334	0.00518
PPARGC1A	-0.01489	-0.01533	0.00636
PPAT	-0.00154	0.00103	-0.0088
PPCS	0.00195	-0.01231	0.00526
PPFIA1	0.0009	-0.03179	0.00155
PPFIA2	0.03125	-0.00184	0.02186
PPFIBP1	0.00008	-0.00244	0.00928
PPHLN1	-0.00642	-0.00418	0.00297
PPIC	0.03177	0.0133	-0.01638
PPID	-0.00783	0.00994	0.00693
PPIE	-0.00253	0.01388	0.00863
PPIG	-0.00675	-0.00046	-0.00163
PPIH	-0.00036	0.01028	-0.01031
PPIL1	0.01337	0.01551	-0.01157
PPIL2	0.01656	0.00521	-0.00111
PPIL3	-0.00183	0.00926	-0.00051
PPIL4	-0.00187	-0.01507	-0.00969
PPIP5K2	-0.01145	0.00487	-0.00708
PPME1	-0.00331	0.00874	0.00107
PPOX	0.0111	0.00586	0.00596
PPP1CA	0.00325	0.02556	-0.02681
PPP1CC	-0.01044	-0.01094	-0.00061
PPP1R2	-0.01113	-0.00013	0.00744
PPP1R7	0.00789	0.00152	-0.01113
PPP1R9A	-0.00729	-0.00242	-0.01568
PPP1R12A	0.00248	-0.0045	-0.01265
PPP1R15A	0.02669	-0.01796	0.02342
PPP1R15B	0.01962	-0.01861	0.01157
PPP2CB	0.00128	-0.01652	0.00188
PPP2R1B	0.01335	-0.0007	-0.00187
PPP2R2A	-0.01592	-0.00314	0.01279
PPP2R3C	-0.00626	-0.00499	-0.00493
PPP2R5C	-0.0032	0.0039	0.00364
PPP3CA	0.00661	-0.01369	0.00951
PPP6C	0.00811	0.00854	-0.00857
PPP6R3	-0.00401	0.01023	-0.00276
PPT1	0.01035	0.01647	0.00017
PQBP1	0.00822	-0.00508	-0.01024
PRCP	0.01237	0.00883	-0.02915
PRDM2	-0.0058	-0.00737	0.01681
PRDX3	0.00458	0.01049	-0.00478
PRDX4	-0.00192	-0.00087	0.0112
PRDX5	0.00287	-0.00125	0.00143
PRDX6	0.02442	0.00406	-0.01011
PREPL	0.00773	0.0112	0.01607
PRICKLE2	0.01131	0.00847	0.00852
PRICKLE4	-0.00859	-0.00222	0.0006
PRKAA1	0.01258	-0.00219	0.00279
PRKAA2	0.00075	0.00141	0.02031
PRKAB1	0.00838	0.00849	-0.01097
PRKACB	0.00214	0.00507	0.01701
PRKAG1	0.01298	0.00291	-0.00392
PRKAG2	0.01636	-0.02356	-0.00364
PRKAR2A-AS1	-0.00763	-0.01783	0.02128
PRKCA	-0.01663	-0.01223	-0.00788
PRKD1	-0.01053	-0.00439	0.00226
PRKD3	-0.00833	0.00773	0.00831
PRKDC	-0.00773	0.01368	-0.01264
PRKRA	-0.01265	0.00318	-0.00985
PRKRIP1	-0.00427	-0.01884	-0.00362
PRMT1	-0.00536	-0.00437	-0.00658
PRMT2	0.0037	-0.00851	-0.00219
PRMT3	0.00893	0.01181	-0.01012
PRMT5	0.00317	0.02038	-0.02013
PRMT7	0.00553	-0.00618	-0.01576
PRNP	0.01395	-0.02662	0.01162
PROSC	0.00259	0.01642	0.00805
PRPF3	-0.00658	0.00075	0.01404
PRPF4	-0.00203	0.01993	-0.00203
PRPF4B	-0.01356	-0.00313	0.00542
PRPF6	-0.01373	-0.00575	-0.00635
PRPF8	-0.00554	0.01554	0.0147
PRPF31	-0.00082	-0.01584	-0.00024
PRPF38A	-0.00624	0.00719	-0.00217
PRPF38B	-0.0194	-0.00123	0.01406
PRPF39	-0.01591	-0.00582	0.00665
PRPF40A	-0.00281	0.00465	0.00115
PRPSAP2	-0.00066	0.00985	-0.0006
PRR11	-0.01361	-0.00113	0.00458
PRR13	0.00064	-0.00821	0.00134
PRR14L	0.00018	-0.0029	0.01455
PRRC1	0.00697	0.02203	0.00569
PRRC2B	-0.00893	-0.01738	0.0037
PRRC2C	-0.00255	-0.0012	0.00453
PRTFDC1	-0.00129	0.00269	-0.03305
PRUNE	0.00809	0.0046	-0.0105
PRUNE2	0.02934	-0.00861	0.02951
PSAT1	-0.00143	-0.03789	-0.06069
PSD3	0.00095	0.00092	0.00502
PSEN1	0.01218	0.00837	-0.01441
PSEN2	0.01749	0.00517	-0.00413
PSENEN	0.0134	-0.01743	0.00483
PSMA1	-0.00106	0.00781	-0.00377
PSMA3	-0.00447	0.00127	-0.0064
PSMA4	-0.0163	0.00633	-0.01257
PSMA5	-0.00689	0.01039	0.00152
PSMA6	0.00237	-0.00453	-0.00518
PSMB1	-0.0028	0.00333	-0.01004
PSMB3	0.00066	0.00094	-0.01014
PSMB4	0.00967	0.00088	0.00381
PSMB5	0.00477	0.00679	-0.01651
PSMB10	0.00486	-0.00412	0.00452
PSMC1	-0.00319	0.00653	-0.0114
PSMC2	0.00703	0.00751	-0.00527
PSMC3	-0.00375	0.01552	-0.00852
PSMC5	0.00133	0.02033	-0.00981
PSMC6	-0.00632	0.01062	-0.00759
PSMD1	0.00893	0.01868	-0.01434
PSMD2	-0.00196	0.01218	-0.0161
PSMD4	0.00021	0.00543	-0.00648
PSMD7	-0.00109	0.00005	-0.00704
PSMD8	-0.00509	0.00689	-0.01128
PSMD10	0.00731	-0.01519	-0.00308
PSMD12	-0.00376	0.00585	0.01604
PSMD13	-0.0012	0.005	-0.00536
PSME1	-0.00159	-0.00406	-0.00326
PSME2	0.00856	-0.00616	-0.01715
PSME3	-0.00078	0.01239	-0.01286
PSME4	-0.00492	0.01011	-0.00624
PSMF1	-0.00178	-0.00864	-0.01089
PSMG2	-0.00462	0.0108	-0.0018
PSMG3	-0.00619	-0.01748	-0.00241
PSPH	0.00515	-0.00881	0.01359
PSRC1	0.01434	-0.00254	0.01952
PTBP2	-0.00404	-0.01447	0.00885
PTBP3	0.01297	-0.00659	0.00067
PTCD3	-0.00081	0.00681	-0.00452
PTCHD4	-0.0158	-0.0143	0.02287
PTDSS1	0.00618	0.01946	-0.01624
PTEN	-0.00546	0.00768	0.01076
PTGES3	-0.00677	0.00426	-0.00446
PTGFRN	0.02918	-0.02708	-0.03018
PTGR1	-0.00578	0.00307	-0.00669
PTGR2	0.00351	-0.00106	-0.00665
PTK2	-0.009	0.00729	0.00169
PTP4A1	-0.00583	-0.03008	0.00302
PTP4A2	-0.00573	-0.0148	0.00705
PTPLAD1	-0.00504	0.01221	-0.01652
PTPN2	0.00191	0.00634	0.0063
PTPN11	-0.00929	-0.00902	0.00476
PTPN12	-0.01131	0.00711	0.02709
PTPN13	-0.00067	-0.02143	0.00985
PTPN14	-0.00574	0.01079	0.02245
PTPRA	0.00096	-0.01911	-0.00017
PTPRE	-0.00122	0.02035	0.01996
PTPRF	0.0003	-0.01944	0.01145
PTPRG	-0.01309	0.00398	-0.00761
PTPRN2	-0.02345	0.00181	-0.00516
PTRH2	0.00266	0.00533	0.00587
PTRHD1	0.0099	0.00073	-0.01876
PTS	-0.00892	0.00371	-0.00237
PTTG1	0.00308	0.01504	-0.02017
PTTG1IP	0.00865	-0.01671	0.0069
PUF60	-0.0039	0.00167	-0.01989
PUM1	-0.00483	0.0102	-0.00842
PUM2	-0.01348	0.01563	0.00618
PURA	-0.00668	-0.01275	-0.00451
PUS3	0.00836	0.01855	0.00506
PWP1	0.00609	-0.00147	-0.00347
PXMP4	0.0057	-0.00259	-0.00188
PYCR1	-0.00719	0.00358	-0.00753
PYGB	0.01543	-0.00007	0.01699
PYGL	0.00183	-0.00394	0.01304
QARS	0.00695	-0.00027	-0.02792
QDPR	0.00209	0.01246	0.00131
QKI	0.00304	-0.02603	-0.00432
QRICH1	-0.01643	0.00002	-0.00841
QRSL1	-0.00063	-0.00243	0.00234
QTRT1	0.00235	0.0004	0.00447
QTRTD1	-0.00017	0.00918	0.00619
R3HCC1	-0.00288	0.00202	-0.00474
R3HDM2	-0.00508	-0.00208	0.013
RAB1A	-0.00975	0.00061	-0.00462
RAB2A	-0.00768	-0.00575	0.00794
RAB2B	0.0055	0.00358	0.01687
RAB3D	0.00007	0.00606	0.00156
RAB3GAP1	-0.0054	-0.00469	0.0047
RAB3GAP2	-0.00368	0.00034	0.00471
RAB3IP	-0.00842	0.01787	0.01057
RAB5A	0.00111	0.00817	-0.01342
RAB5B	-0.00636	-0.01719	0.01424
RAB6A	-0.00197	-0.00923	-0.00134
RAB7A	0.002	-0.00429	-0.00674
RAB7L1	0.0342	-0.01546	-0.0087
RAB8A	-0.00749	0.00519	-0.00376
RAB8B	-0.00075	0.01088	-0.00292
RAB9A	0.01262	-0.01286	-0.00647
RAB10	-0.00083	-0.0043	0.00539
RAB11A	-0.0092	0.01179	-0.00171
RAB11FIP1	-0.01583	-0.01557	0.01539
RAB14	-0.00457	-0.00568	0.00917
RAB21	0.00448	-0.00168	0.01411
RAB22A	-0.00236	-0.01261	0.002
RAB28	0.00274	-0.01321	0.00151
RAB31	0.01474	-0.00442	-0.01774
RAB33B	-0.00937	-0.00384	0.03116
RAB34	-0.00764	0.04892	-0.01524
RABAC1	-0.00355	-0.01472	0.00126
RABEP1	-0.00169	0.00119	0.00729
RABEPK	-0.00056	0.00599	-0.00353
RABGAP1	-0.00985	-0.00451	-0.00176
RABGAP1L	-0.00593	-0.0108	0.00901
RABGEF1	0.00387	0.00294	-0.00058
RABIF	0.00576	0.00288	-0.00694
RABL3	0.02036	0.03696	-0.01215
RABL5	0.01294	0.005	-0.00832
RAC1	-0.00338	-0.00149	-0.00509
RAD1	-0.01844	0.01898	-0.00014
RAD17	-0.00258	0.00489	0.00481
RAD18	-0.00537	0.01254	-0.03336
RAD50	-0.01223	-0.00798	0.00456
RAD51C	-0.00636	0.00124	-0.00885
RAD51D	-0.00251	0.01965	0.02064
RAD52	-0.00504	-0.00813	0.01873
RAE1	0.00346	-0.0075	-0.02949
RAF1	-0.01386	0.00495	0.00008
RALA	-0.00348	-0.00419	0.00251
RALB	0.02102	-0.01608	-0.00965
RALGAPA1	-0.02044	-0.02338	0.01146
RALGAPA2	-0.01043	-0.01155	0.01799
RAMP1	-0.01075	0.00306	-0.03114
RAN	-0.00407	0.00981	-0.01703
RANBP2	-0.01031	-0.00369	0.01158
RANBP6	0.01117	-0.00378	-0.02158
RANGRF	0.01027	0.01188	-0.02888
RAP1B	0.00027	0.012	-0.0043
RAP1GDS1	0.00328	-0.01014	-0.00493
RAP2B	-0.00096	-0.01645	0.00432
RAPGEF2	-0.00517	-0.01848	0.0012
RAPGEF6	-0.00882	-0.01164	0.01136
RARRES3	0.04098	-0.01593	0.00711
RARS	-0.00334	-0.00132	0.0009
RARS2	0.00353	0.00041	0.01068
RASA1	-0.0219	-0.00491	-0.00257
RASGRP3	-0.00768	-0.02098	0.01555
RASSF1	-0.00023	0.00536	0.00167
RASSF2	-0.01288	-0.01115	-0.04643
RASSF4	0.02617	-0.01219	-0.00838
RB1CC1	-0.01325	-0.01977	0.01132
RBAK	-0.00458	-0.01348	-0.00462
RBBP5	-0.00091	0.00826	0.01776
RBBP6	-0.00975	-0.01661	0.01359
RBBP7	0.00849	0.00514	-0.01804
RBBP9	0.00484	0.00282	-0.00932
RBFOX2	-0.01097	0.02262	0.00496
RBM3	-0.00742	0.00708	-0.00708
RBM4B	-0.00936	-0.00174	0.00347
RBM5	-0.00086	0.00776	0.00354
RBM6	0.00046	-0.00829	-0.00203
RBM7	0.00529	0.00932	0.01563
RBM12	0.00535	-0.00451	-0.00342
RBM14-RBM4	-0.00462	0.00761	-0.00063
RBM17	-0.00928	0.00702	-0.00267
RBM18	0.00717	0.02032	-0.01528
RBM19	0.00033	-0.00336	0.00089
RBM22	-0.00839	-0.00638	-0.00321
RBM23	0.00092	0.02532	-0.00246
RBM25	-0.00091	0.00328	-0.00299
RBM26	-0.02945	-0.00904	0.00816
RBM27	-0.01422	-0.00799	-0.00349
RBM28	-0.00097	-0.00604	0.00081
RBM34	-0.00535	-0.00419	-0.00303
RBM41	-0.00816	-0.00281	0.00603
RBM48	-0.00462	-0.00149	0.00631
RBMS2	-0.01041	-0.01618	0.01267
RBMX	-0.0039	0.01519	-0.00863
RBMX2	-0.01582	0.00461	-0.00164
RBMXL1	-0.00797	-0.00181	0.0097
RBP1	-0.01173	0.02764	0.00607
RBPJ	-0.00759	-0.01012	0.00441
RBX1	-0.0054	-0.00376	-0.00257
RC3H1	-0.00801	0.00552	0.02008
RCAN1	0.03934	0.02622	-0.01522
RCBTB1	-0.01474	0.01074	-0.02205
RCBTB2	0.00742	0.0178	-0.03594
RCHY1	0.01611	0.02144	-0.00195
RCOR3	-0.01503	-0.0018	0.00148
RDH10	0.00923	0.00743	0.03127
RDH11	0.01233	0.00975	-0.01969
RDX	0.0203	-0.00309	-0.01603
RECQL	0.0037	0.02898	-0.00547
REEP3	-0.0035	0.00143	0.00169
REEP5	-0.00134	0.00819	0.00109
RELL1	0.00982	-0.00196	-0.00182
REST	-0.00717	-0.00473	0.00393
RETSAT	0.02985	0.00786	-0.00363
REV1	-0.01362	-0.00996	0.00205
REV3L	-0.0178	-0.00847	0.00332
REXO2	0.01709	-0.00326	0.00484
RFC1	-0.01037	-0.00388	-0.00095
RFC2	-0.00926	0.01345	-0.02076
RFC3	-0.0143	0.01881	-0.02762
RFC4	-0.00289	0.00983	-0.01508
RFC5	0.00447	0.01792	-0.01297
RFT1	0.01185	0.02888	0.00352
RFTN2	-0.00232	-0.00728	-0.00954
RFX4	0.04019	-0.02728	-0.02925
RFX5	0.01317	0.01908	-0.02639
RFXANK	-0.00021	-0.00042	-0.01641
RGL1	0.00605	-0.00328	-0.00135
RGPD6	-0.01017	-0.0113	0.01361
RGPD8	-0.01566	-0.0039	0.01291
RGS2	0.0393	-0.02432	0.0184
RGS16	0.02486	0.00343	-0.01204
RHBDD1	0.01161	0.00842	0.01325
RHBDD2	-0.00189	0.01285	-0.00263
RHD	-0.0108	-0.01367	0.01185
RHEB	-0.00847	-0.00058	0.00015
RHOBTB3	-0.00663	0.01287	0.00241
RHOC	0.01947	-0.00139	-0.00913
RHOJ	-0.00859	0.0164	0.00213
RHOQ	0.001	-0.01545	0.01132
RHOT1	-0.00469	0.01312	0.00446
RHOU	-0.00065	-0.00245	-0.02319
RIC3	-0.02145	-0.00543	0.0038
RIC8A	0.01686	0.03392	-0.01671
RIC8B	-0.01131	-0.00583	0.01374
RICTOR	-0.01178	-0.01087	0.02311
RIF1	-0.01169	0.00504	0.0121
RIMKLB	-0.00544	-0.00279	0.00333
RIN2	0.02581	-0.02854	0.01566
RINT1	0.00713	0.0008	0.01394
RIOK1	-0.00187	0.00751	-0.00425
RIOK2	0.00593	0.01528	-0.00279
RIOK3	0.00041	-0.01522	0.00988
RLF	-0.00811	-0.02581	0.01718
RMND5A	-0.01902	0.0057	0.00833
RMND5B	0.00673	0.00878	-0.00766
RN7SL1	0.01035	-0.0285	0.00402
RNASE4	0.03677	-0.01912	0.00624
RNASEH1	0.00027	0.00265	0.00108
RNASEH2A	-0.00294	0.02668	-0.04006
RNASEH2C	0.00169	0.00757	-0.01103
RND2	-0.00145	-0.00557	-0.00706
RND3	0.03562	0.01652	0.04141
RNF4	-0.00056	0.0162	-0.01434
RNF6	-0.00227	0.01922	0.00261
RNF7	0.00228	0.00869	0.00215
RNF11	-0.00214	-0.02155	0.00157
RNF13	0.00556	-0.00811	0.00492
RNF14	0.00925	0.01344	0.00348
RNF19A	0.03213	-0.04446	0.00497
RNF20	0.00551	0.00958	-0.00585
RNF25	0.01041	0.00478	-0.00019
RNF26	0.01654	0.01529	-0.00913
RNF38	0.0117	-0.01056	-0.02379
RNF40	0.0018	0.00344	-0.00804
RNF41	0.00198	0.00277	-0.00455
RNF103	0.00125	0.00143	0.00164
RNF113A	0.00156	-0.00125	0.01064
RNF114	-0.00032	-0.0078	0
RNF138	0.00546	0.01618	-0.01401
RNF139	0.00865	0.00877	-0.0064
RNF141	0.00864	0.01121	0.00013
RNF146	0.01125	-0.00968	0.01499
RNF157	-0.02333	0.01908	-0.01234
RNF167	-0.00292	-0.00477	0.00077
RNF168	0.00092	0.00948	0.05375
RNF180	-0.01419	0.02088	-0.01688
RNF181	-0.00486	-0.00573	0.00076
RNF185	0.02289	0.00725	-0.0033
RNF213	-0.00475	-0.00344	0.00762
RNF216	-0.00175	-0.00502	-0.00244
RNF219	-0.01105	-0.00597	-0.00574
RNFT1	-0.00272	0	-0.00024
RNGTT	0.00619	0.01106	0.00067
RNH1	0.01158	-0.00451	0.02069
RNMT	-0.02062	-0.01122	0.01046
RNMTL1	0.0049	0.00428	-0.02025
RNPC3	-0.01447	-0.01003	0.01133
RNPS1	-0.01669	0.00146	-0.006
ROBO1	-0.01947	0.00585	0.00809
ROBO2	0.00486	-0.00234	-0.01741
ROCK1	-0.00943	-0.0103	0.00095
ROCK2	-0.00293	-0.01905	0.00837
ROMO1	-0.00001	-0.01777	-0.01048
ROS1	-0.01892	-0.00449	0.01604
RP2	0.0003	0.00976	0.00607
RP9P	-0.02091	-0.00674	0.02785
RPA1	0.01164	0.02347	-0.01362
RPA2	0.02013	0.01856	0.00527
RPAIN	-0.0095	-0.00066	-0.00983
RPAP1	0.00019	0.00466	0.00805
RPAP2	-0.01359	-0.0102	0.00884
RPAP3	-0.00471	-0.00499	0.00494
RPF1	-0.01805	0.0001	0.00004
RPF2	0.0001	0.00741	0.01599
RPGR	0.01544	0.02074	0.02328
RPH3A	-0.02776	-0.00109	-0.03494
RPL4	-0.01866	0.01607	-0.00294
RPL7A	-0.00731	0.00248	-0.00604
RPL7L1	0.00709	-0.00207	0.01078
RPL9	-0.01564	0.01925	0.00724
RPL9P9	-0.01529	-0.01157	0.00184
RPL10A	-0.0105	-0.00203	-0.01064
RPL11	-0.00882	-0.00386	0.00421
RPL12	-0.01476	-0.00616	-0.00276
RPL13	-0.00695	0.01239	0.02271
RPL17	-0.00886	-0.0024	0.00014
RPL22	-0.01776	-0.00073	-0.00195
RPL23AP79	0.00497	-0.00774	-0.00241
RPL24	-0.01216	-0.00722	0.00055
RPL26	-0.01424	-0.00496	-0.00428
RPL26L1	-0.01542	0.00279	0.0016
RPL28	-0.00767	-0.01597	-0.00121
RPL37	-0.01307	-0.00841	-0.00502
RPL38	-0.00574	-0.00999	-0.00872
RPN1	0.00029	0.02187	-0.00568
RPP14	-0.0003	-0.00267	0.00651
RPP30	-0.00663	0.00047	0.01095
RPRD1A	0.00691	0.00081	0.00689
RPS2	-0.00904	-0.01239	0.00425
RPS4X	-0.01125	0.00379	-0.00517
RPS4Y1	-0.00227	-0.05678	-0.04113
RPS6KB1	0.01	0.01068	-0.00861
RPS7	-0.00868	-0.00153	-0.00762
RPS9	-0.00374	-0.00661	0.0036
RPS12	-0.01561	-0.01984	-0.0095
RPS15A	-0.01643	-0.00354	-0.00095
RPS16	-0.00896	-0.01057	-0.01164
RPS17	-0.01778	-0.00207	0.00148
RPS17L	-0.02253	-0.00172	0.0027
RPS20	-0.00791	-0.00425	0.00216
RPS21	-0.00917	-0.01069	-0.00574
RPS24	-0.00861	-0.00612	-0.00665
RPS27L	-0.0219	-0.00024	-0.00104
RPUSD3	-0.0091	0.00329	-0.00201
RPUSD4	0.00631	0.01258	0.00671
RRAGB	0.0225	0.01606	0.00956
RRM1	-0.00043	0.00535	-0.02224
RRM2B	0.01718	0.00757	0.00504
RRN3	0.00675	0.02001	0.00335
RRN3P1	-0.01446	-0.0099	0.00684
RRP7A	-0.00589	-0.01298	0.00813
RRP7B	-0.02203	0.00996	0.02197
RRP15	-0.00499	-0.00312	0.01191
RSBN1	-0.00864	-0.00585	0.01492
RSF1	-0.00595	0.0031	-0.00467
RSL1D1	-0.00539	0.00327	0.00189
RSL24D1	-0.02967	0.00052	0.01466
RSPRY1	-0.00507	0.01065	-0.00736
RSRC2	-0.00998	0.00253	0.00397
RSU1	0.03762	-0.02957	0.01752
RTCA	-0.00231	-0.00012	0.01181
RTF1	-0.01663	-0.00142	-0.00308
RTKN	-0.00819	-0.00923	-0.01964
RTN3	-0.01169	0.00444	-0.00541
RTN4	0.00464	-0.0142	0.00676
RUFY2	-0.0164	0.00552	0.00705
RUFY3	-0.01375	-0.00205	0.00919
RUVBL1	0.01376	0.01618	-0.02716
RUVBL2	0.00198	-0.00567	-0.01532
RWDD1	-0.01412	-0.01082	0.00236
RWDD2B	0.01564	0.02646	-0.02779
RWDD3	-0.00023	-0.00408	0.00388
S1PR2	-0.00986	-0.0036	-0.0037
S100A6	0.00509	0.0049	0.01203
S100A10	0.04539	-0.02013	0.05167
S100A11	0.00268	0.05604	0.04241
S100A13	0.00084	-0.00515	-0.00341
S100A16	-0.00565	0.02469	-0.00115
S100B	-0.00815	-0.01904	-0.03953
SAAL1	0.01491	0.00426	-0.02107
SACM1L	0.00738	0.01339	0.01599
SACS	-0.02676	0.03319	-0.01946
SAE1	-0.00197	-0.00209	-0.03527
SAFB	-0.01771	-0.00463	0.01378
SAFB2	-0.01434	0.00534	0.002
SALL1	-0.00492	0.00681	-0.00504
SAMD4A	-0.00744	-0.02301	0.00173
SAMD4B	-0.00644	-0.01676	0.01958
SAMD5	-0.01921	-0.02203	0.00891
SAMD8	0.01075	0.00475	-0.00105
SAMD9	0.01321	0.00506	0.00131
SAMD9L	0.02792	-0.00548	-0.00246
SAMHD1	0.02069	-0.018	-0.00432
SAMM50	0.00076	0.01055	0.00965
SAP18	-0.01569	0.00821	-0.00541
SAP30BP	0.00258	-0.00251	-0.00504
SAR1A	0.00183	-0.01345	-0.00251
SAR1B	0.00676	0.02209	-0.01168
SARS2	-0.00014	-0.02199	-0.0101
SART3	-0.00021	0.00771	-0.0007
SASH1	-0.00978	-0.0045	-0.01165
SAT1	0.01621	-0.01221	0.03891
SAT2	-0.00471	-0.01244	-0.00062
SBDS	0.00954	-0.00027	0.00517
SBDSP1	-0.00417	0.00152	0.00255
SBF2	-0.00787	-0.00946	0.0131
SBNO1	-0.01581	0.01238	0.00612
SC5DL	0.00472	-0.0009	-0.00646
SCAF11	-0.01023	0.00423	-0.01016
SCAI	-0.01184	-0.01022	0.02371
SCAMP1	-0.00714	0.00605	0.00851
SCAMP2	0.00177	0.02432	0.00384
SCAMP3	-0.00202	0.00553	-0.00221
SCAPER	-0.02314	0.00575	0.00864
SCARB2	0.00642	-0.00242	-0.0036
SCCPDH	-0.00109	0.01884	0.00628
SCD	0.01443	0.00694	0.02923
SCD5	-0.00717	-0.02094	-0.03136
SCFD2	0.00579	0.02716	-0.00692
SCG2	-0.01894	0.08529	0.05142
SCG3	-0.03893	0.00835	-0.01971
SCG5	-0.01413	0.02326	0.00687
SCMH1	0.00436	0.00114	0.00367
SCN1A	0.03224	-0.05336	0.0086
SCN2A	-0.00259	-0.02231	-0.01037
SCN3A	-0.00089	-0.03449	-0.00947
SCN7A	0.01599	0.00868	-0.00133
SCN11A	-0.01595	-0.01325	0.02327
SCNM1	-0.00913	-0.00105	0.00739
SCOC	0.00445	0.00298	-0.00019
SCP2	0.00167	-0.00195	-0.00826
SCPEP1	0.02932	0.01092	0.0161
SCRG1	-0.00784	-0.0525	-0.03347
SCRN1	-0.01343	-0.0007	-0.01492
SCRN3	-0.00368	-0.0077	0.00246
SCYL2	0.00951	0.00237	-0.00656
SDAD1	-0.00687	-0.00537	0.00227
SDC4	0.0284	-0.00372	0.04564
SDCBP	0.01308	0.0043	0.00157
SDCCAG8	0.00808	-0.00879	0.0007
SDF2	0.01283	0.01586	-0.00844
SDHA	-0.00437	0.01001	-0.01016
SDHAF2	-0.00406	-0.00232	-0.00834
SDHB	0.00161	0.00103	-0.01122
SDHC	-0.00539	-0.00971	-0.00762
SDR39U1	-0.00527	0.00261	-0.0018
SEC11C	-0.01209	-0.0237	0.00295
SEC13	-0.00232	0.00211	-0.0049
SEC14L1	-0.0204	0.02683	-0.02455
SEC14L2	0.00044	0.02464	0.01435
SEC22A	-0.00341	0.00873	-0.00013
SEC22C	0.00301	-0.008	0.00081
SEC23A	0.00303	0.02413	0.01718
SEC23B	0.01231	-0.00838	-0.01005
SEC23IP	0.00444	0.00831	0.02464
SEC24A	-0.00104	0.00618	0.01771
SEC24C	0.00851	0.02913	0.01506
SEC31A	0.0051	0.0121	0.00518
SEC61A1	0.00842	0.0137	0.00159
SEC61B	-0.00444	-0.00962	0.0013
SEC61G	-0.04599	-0.04046	-0.0243
SEC63	-0.00938	-0.01107	0.01649
SECISBP2	-0.02023	-0.00343	0.00487
SECISBP2L	-0.01419	0.00407	-0.00125
SEH1L	0.00621	0.01864	-0.00692
SEL1L	0.00552	0.02331	0.01097
SELRC1	0.00574	0.00293	0.00233
